"","sampleid","processid","fieldid","phylum","class","order","family","subfamily","genus","species","uri","extrainfo","lat","long","collectiondate","fk_marker","nucraw_length","code"
"201","DHJPAR0025362","ASHYA701-08","07-SRNP-66824","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Hypomicrogaster","Hypomicrogaster Whitfield42","BOLD:AAI7790","malaise-trapped",10.9009,-85.2891,"2007-11-26","1",646,"ASHYA"
"202","DHJPAR0025380","ASHYA719-08","07-SRNP-66842","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Pseudapanteles","Pseudapanteles Whitfield12","BOLD:AAF6051","malaise-trapped",10.9009,-85.2891,"2007-08-22","1",657,"ASHYA"
"203","DHJPAR0025381","ASHYA720-08","07-SRNP-66843","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Diolcogaster","Diolcogaster Choi08","BOLD:AAB8634","malaise-trapped",10.9009,-85.2891,"2007-08-22","1",645,"ASHYA"
"204","DHJPAR0025382","ASHYA721-08","07-SRNP-66844","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Apanteles","Apanteles manuelpereirai","BOLD:ABX6539","malaise-trapped",10.9009,-85.2891,"2007-08-22","1",657,"ASHYA"
"205","DHJPAR0025401","ASHYA740-08","07-SRNP-66863","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Dolichogenidea","Dolichogenidea Janzen48","BOLD:ADK6021","malaise-trapped",10.9009,-85.2891,"2007-06-11","1",657,"ASHYA"
"206","DHJPAR0025426","ASHYA765-08","07-SRNP-66888","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Apanteles","Apanteles isidrochaconi","BOLD:AAK2114","malaise-trapped",10.9009,-85.2891,"2007-07-11","1",657,"ASHYA"
"207","DHJPAR0025443","ASHYA782-08","07-SRNP-66905","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Mariapanteles","Mariapanteles felipei","BOLD:AAE8276","malaise-trapped",10.9009,-85.2891,"2007-08-28","1",657,"ASHYA"
"208","DHJPAR0025452","ASHYA791-08","07-SRNP-66914","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Diolcogaster","Diolcogaster Choi109","BOLD:AAX9660","malaise-trapped",10.9009,-85.2891,"2007-07-17","1",657,"ASHYA"
"209","DHJPAR0025454","ASHYA793-08","07-SRNP-66916","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Apanteles","Apanteles Janzen34","BOLD:AAJ1510","malaise-trapped",10.9009,-85.2891,"2007-07-17","1",657,"ASHYA"
"210","DHJPAR0025459","ASHYA798-08","07-SRNP-66921","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Diolcogaster","Diolcogaster Choi110","BOLD:AAX9668","malaise-trapped",10.9009,-85.2891,"2007-10-15","1",657,"ASHYA"
"211","DHJPAR0025485","ASHYA824-08","07-SRNP-66947","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Dolichogenidea","Dolichogenidea Janzen13","BOLD:AAI9755","malaise-trapped",10.9009,-85.2891,"2007-10-09","1",657,"ASHYA"
"212","DHJPAR0025487","ASHYA826-08","07-SRNP-66949","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Glyptapanteles","Glyptapanteles Whitfield142","BOLD:AAD4440","malaise-trapped",10.9009,-85.2891,"2007-10-09","1",657,"ASHYA"
"213","DHJPAR0025494","ASHYA833-08","07-SRNP-66956","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Xanthomicrogaster","Xanthomicrogaster Whitfield06","BOLD:AAH9186","malaise-trapped",10.9009,-85.2891,"2007-11-14","1",657,"ASHYA"
"214","DHJPAR0025496","ASHYA835-08","07-SRNP-66958","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Glyptapanteles","Glyptapanteles Whitfield114","BOLD:AAF8475","malaise-trapped",10.9009,-85.2891,"2007-11-14","1",631,"ASHYA"
"215","DHJPAR0025528","ASHYA867-08","07-SRNP-66990","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Glyptapanteles","Glyptapanteles Whitfield101","BOLD:AAY0770","malaise-trapped",10.9009,-85.2891,"2007-06-29","1",657,"ASHYA"
"216","DHJPAR0025529","ASHYA868-08","07-SRNP-66991","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Promicrogaster","Promicrogaster tracyvindasae","BOLD:AAF6982","malaise-trapped",10.9009,-85.2891,"2007-06-29","1",657,"ASHYA"
"217","DHJPAR0025530","ASHYA869-08","07-SRNP-66992","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Dolichogenidea","Dolichogenidea Janzen60","BOLD:AAJ1390","malaise-trapped",10.9009,-85.2891,"2007-06-29","1",657,"ASHYA"
"218","DHJPAR0025549","ASHYA888-08","07-SRNP-67011","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Glyptapanteles","Glyptapanteles Whitfield129","BOLD:AAC5318","malaise-trapped",10.9009,-85.2891,"2007-07-05","1",657,"ASHYA"
"219","DHJPAR0025577","ASHYA916-08","07-SRNP-67039","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Promicrogaster","Promicrogaster eimyobandoae","BOLD:AAE9935","malaise-trapped",10.8902,-85.388,"2007-07-04","1",657,"ASHYA"
"220","DHJPAR0025586","ASHYA925-08","07-SRNP-67048","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Glyptapanteles","Glyptapanteles Whitfield163","BOLD:AAF8130","malaise-trapped",10.8902,-85.388,"2007-07-10","1",657,"ASHYA"
"221","DHJPAR0025590","ASHYA929-08","07-SRNP-67052","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Glyptapanteles","Glyptapanteles Whitfield118","BOLD:AAD1799","malaise-trapped",10.8902,-85.388,"2007-08-21","1",657,"ASHYA"
"222","DHJPAR0025616","ASHYA955-08","07-SRNP-67078","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Glyptapanteles","Glyptapanteles Whitfield144","BOLD:AAI7287","malaise-trapped",10.8902,-85.388,"2007-10-02","1",657,"ASHYA"
"223","DHJPAR0025625","ASHYA964-08","07-SRNP-67087","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Hypomicrogaster","Hypomicrogaster Whitfield41","BOLD:AAF4770","malaise-trapped",10.8902,-85.388,"2007-10-02","1",657,"ASHYA"
"224","DHJPAR0025627","ASHYA966-08","07-SRNP-67089","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Cotesia","Cotesia Whitfield80","BOLD:AAC0471","malaise-trapped",10.8902,-85.388,"2007-09-02","1",657,"ASHYA"
"225","DHJPAR0025637","ASHYA976-08","07-SRNP-67099","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Apanteles","Apanteles yeissonchavesi","BOLD:AAE2980","malaise-trapped",10.8902,-85.388,"2007-09-02","1",657,"ASHYA"
"226","DHJPAR0025751","ASHYB090-08","07-SRNP-67213","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Pseudapanteles","Pseudapanteles josefigueresi","BOLD:AAX8358","malaise-trapped",10.8902,-85.388,"2007-06-16","1",630,"ASMGJ"
"227","DHJPAR0025757","ASHYB096-08","07-SRNP-67219","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Apanteles","Apanteles bettymarchenae","BOLD:AAJ1526","malaise-trapped",10.8902,-85.388,"2007-06-16","1",657,"ASMGJ"
"228","DHJPAR0025764","ASHYB103-08","07-SRNP-67226","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Apanteles","Apanteles tiboshartae","BOLD:AAC6897","malaise-trapped",10.8902,-85.388,"2007-06-16","1",656,"ASMGJ"
"229","DHJPAR0025814","ASHYB153-08","07-SRNP-67276","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Parapanteles","Parapanteles Whitfield44","BOLD:AAD6608","malaise-trapped",10.9019,-85.2749,"2007-07-29","1",657,"ASMGJ"
"230","DHJPAR0025816","ASHYB155-08","07-SRNP-67278","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Diolcogaster","Diolcogaster Choi101","BOLD:AAX9658","malaise-trapped",10.9019,-85.2749,"2007-06-06","1",648,"ASMGJ"
"231","DHJPAR0025818","ASHYB157-08","07-SRNP-67280","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Hypomicrogaster","Hypomicrogaster Whitfield28","BOLD:ABZ7986","malaise-trapped",10.9019,-85.2749,"2007-06-23","1",657,"ASMGJ"
"232","DHJPAR0025825","ASHYB164-08","07-SRNP-67287","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Apanteles","Apanteles osvaldoespinozai","BOLD:AAA3684","malaise-trapped",10.8801,-85.3889,"2007-07-04","1",648,"ASMGJ"
"233","DHJPAR0025838","ASHYB177-08","07-SRNP-67300","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Cotesia","Cotesia Whitfield1281","BOLD:AAD1281","malaise-trapped",10.8801,-85.3889,"2007-07-04","1",657,"ASMGJ"
"234","DHJPAR0025841","ASHYB180-08","07-SRNP-67303","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Apanteles","Apanteles franciscoramirezi","BOLD:AAK2115","malaise-trapped",10.8801,-85.3889,"2007-06-22","1",586,"ASMGJ"
"235","DHJPAR0025844","ASHYB183-08","07-SRNP-67306","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Glyptapanteles","Glyptapanteles Whitfield307","BOLD:AAI7311","malaise-trapped",10.8801,-85.3889,"2007-06-22","1",657,"ASMGJ"
"236","DHJPAR0025851","ASHYB190-08","07-SRNP-67313","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Diolcogaster","Diolcogaster Choi102","BOLD:AAI9895","malaise-trapped",10.8801,-85.3889,"2007-08-27","1",628,"ASMGJ"
"237","DHJPAR0025853","ASHYB192-08","07-SRNP-67315","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Dolichogenidea","Dolichogenidea Whitfield59","BOLD:ABX5833","malaise-trapped",10.8801,-85.3889,"2007-07-22","1",657,"ASMGJ"
"238","DHJPAR0025854","ASHYB193-08","07-SRNP-67316","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Pseudapanteles","Pseudapanteles jorgerodriguezi","BOLD:AAX8359","malaise-trapped",10.8801,-85.3889,"2007-07-22","1",657,"ASMGJ"
"239","DHJPAR0025861","ASHYB200-08","07-SRNP-67323","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Apanteles","Apanteles rostermoragai","BOLD:AAD5960","malaise-trapped",10.8801,-85.3889,"2007-07-10","1",657,"ASMGJ"
"240","DHJPAR0025909","ASHYB248-08","07-SRNP-67371","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Glyptapanteles","Glyptapanteles henrytownesi","BOLD:AAD1416","malaise-trapped",10.8628,-85.3846,"2007-07-22","1",657,"ASMGJ"
"241","DHJPAR0025917","ASHYB256-08","07-SRNP-67379","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Promicrogaster","Promicrogaster monteverdensis","BOLD:AAE9955","malaise-trapped",10.8628,-85.3846,"2007-07-28","1",657,"ASMGJ"
"242","DHJPAR0025921","ASHYB260-08","07-SRNP-67383","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Dolichogenidea","Dolichogenidea Janzen43","BOLD:AAL2287","malaise-trapped",10.8628,-85.3846,"2007-07-28","1",657,"ASMGJ"
"243","DHJPAR0025926","ASHYB265-08","07-SRNP-67388","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Promicrogaster","Promicrogaster pablouzagaiDHJ01","BOLD:AAC9679","malaise-trapped",10.8628,-85.3846,"2007-07-28","1",657,"ASMGJ"
"244","DHJPAR0025957","ASHYB296-08","07-SRNP-67419","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Hypomicrogaster","Hypomicrogaster Whitfield34","BOLD:AAK3032","malaise-trapped",10.8628,-85.3846,"2007-08-27","1",657,"ASMGJ"
"245","DHJPAR0025961","ASHYB300-08","07-SRNP-67423","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Dolichogenidea","Dolichogenidea Janzen1396","BOLD:AAJ1396","malaise-trapped",10.8628,-85.3846,"2007-12-13","1",657,"ASMGJ"
"246","DHJPAR0025998","ASHYB431-08","07-SRNP-67460","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Dolichogenidea","Dolichogenidea Janzen09","BOLD:AAB4946","malaise-trapped",10.8628,-85.3846,"2007-06-16","1",657,"ASMGJ"
"247","DHJPAR0026012","ASHYB445-08","07-SRNP-67474","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Pseudapanteles","Pseudapanteles christianafigueresae","BOLD:AAA6668","malaise-trapped",10.8628,-85.3846,"2007-09-14","1",649,"ASMGJ"
"248","DHJPAR0026016","ASHYB449-08","07-SRNP-67478","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Apanteles","Apanteles cristianalemani","BOLD:AAK1715","malaise-trapped",10.8628,-85.3846,"2007-09-02","1",657,"ASMGJ"
"249","DHJPAR0026034","ASHYB467-08","07-SRNP-67496","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Parapanteles","Parapanteles Whitfield199","BOLD:AAX8844","malaise-trapped",10.8628,-85.3846,"2007-06-05","1",657,"ASMGJ"
"250","DHJPAR0026039","ASHYB472-08","07-SRNP-67501","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Dolichogenidea","Dolichogenidea Janzen96","BOLD:AAX8740","malaise-trapped",10.8628,-85.3846,"2007-07-10","1",657,"ASMGJ"
"251","DHJPAR0026045","ASHYB478-08","07-SRNP-67507","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Glyptapanteles","Glyptapanteles Whitfield275","BOLD:AAL3671","malaise-trapped",10.8628,-85.3846,"2007-07-10","1",657,"ASMGJ"
"252","DHJPAR0026060","ASHYB493-08","07-SRNP-67522","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Pseudapanteles","Pseudapanteles laurachinchillae","BOLD:AAX8356","malaise-trapped",10.8628,-85.3846,"2007-08-21","1",624,"ASMGJ"
"253","DHJPAR0026076","ASHYB509-08","07-SRNP-67538","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Dolichogenidea","Dolichogenidea Janzen246","BOLD:AAX8657","malaise-trapped",10.8628,-85.3846,"2007-10-26","1",657,"ASMGJ"
"254","DHJPAR0026083","ASHYB516-08","07-SRNP-67545","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Apanteles","Apanteles Rodriguez174","BOLD:AAK1683","malaise-trapped",10.8628,-85.3846,"2007-06-10","1",657,"ASMGJ"
"255","DHJPAR0026090","ASHYC113-08","07-SRNP-67564","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Promicrogaster","Promicrogaster Janzen77","BOLD:AAK9345","malaise-trapped",10.9019,-85.2749,"2007-08-10","1",632,"ASMGJ"
"256","DHJPAR0026091","ASHYC114-08","07-SRNP-67565","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Apanteles","Apanteles dickyui","BOLD:AAK1714","malaise-trapped",10.9019,-85.2749,"2007-08-10","1",624,"ASMGJ"
"257","DHJPAR0026092","ASHYC115-08","08-SRNP-41673","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Glyptapanteles","Glyptapanteles Whitfield277","BOLD:AAI7284","malaise-trapped",10.9019,-85.2749,"2008-01-01","1",657,"ASMGJ"
"258","DHJPAR0026094","ASHYC117-08","08-SRNP-41675","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Apanteles","Apanteles Rodriguez179","BOLD:AAK1725","malaise-trapped",10.9019,-85.2749,"2008-01-07","1",657,"ASMGJ"
"259","DHJPAR0026116","ASHYC139-08","07-SRNP-67586","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Glyptapanteles","Glyptapanteles Whitfield135","BOLD:AAY0769","malaise-trapped",10.9009,-85.2891,"2007-11-02","1",657,"ASMGJ"
"260","DHJPAR0026126","ASHYC149-08","08-SRNP-41683","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Apanteles","Apanteles Whitfield97","BOLD:ABX5649","malaise-trapped",10.9009,-85.2891,"2008-01-07","1",631,"ASMGJ"
"261","DHJPAR0026129","ASHYC152-08","08-SRNP-41686","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Hypomicrogaster","Hypomicrogaster Whitfield04","BOLD:AAA8037","malaise-trapped",10.9009,-85.2891,"2008-01-13","1",631,"ASMGJ"
"262","DHJPAR0026151","ASHYC174-08","08-SRNP-41708","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Parapanteles","Parapanteles Whitfield87","BOLD:AAE3568","malaise-trapped",10.9009,-85.2891,"2008-02-06","1",635,"ASMGJ"
"263","DHJPAR0026175","ASHYC198-08","08-SRNP-41732","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Glyptapanteles","Glyptapanteles Whitfield116","BOLD:AAC6262","malaise-trapped",10.9009,-85.2891,"2008-02-24","1",616,"ASMGJ"
"264","DHJPAR0026194","ASHYC217-08","08-SRNP-41751","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Glyptapanteles","Glyptapanteles Whitfield162","BOLD:AAY0717","malaise-trapped",10.9009,-85.2891,"2008-03-13","1",657,"ASMGJ"
"265","DHJPAR0026202","ASHYC225-08","08-SRNP-41759","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Parapanteles","Parapanteles Rodriguez209","BOLD:AAE6771","malaise-trapped",10.9009,-85.2891,"2008-03-19","1",657,"ASMGJ"
"266","DHJPAR0026208","ASHYC231-08","08-SRNP-41765","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Apanteles","Apanteles laurahuberae","BOLD:AAJ1398","malaise-trapped",10.9009,-85.2891,"2008-03-25","1",587,"ASMGJ"
"267","DHJPAR0026210","ASHYC233-08","08-SRNP-41767","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Glyptapanteles","Glyptapanteles Whitfield115","BOLD:AEY7511","malaise-trapped",10.9009,-85.2891,"2008-03-25","1",624,"ASMGJ"
"268","DHJPAR0026211","ASHYC234-08","08-SRNP-41768","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Glyptapanteles","Glyptapanteles Whitfield112","BOLD:AAL3674","malaise-trapped",10.9009,-85.2891,"2008-03-25","1",657,"ASMGJ"
"269","DHJPAR0026227","ASHYC250-08","08-SRNP-41784","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Glyptapanteles","Glyptapanteles Whitfield130","BOLD:AAY0763","malaise-trapped",10.9009,-85.2891,"2008-03-31","1",657,"ASMGJ"
"270","DHJPAR0026244","ASHYC267-08","08-SRNP-41801","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Hypomicrogaster","Hypomicrogaster Whitfield251","BOLD:ACM8436","malaise-trapped",10.9009,-85.2891,"2008-04-18","1",482,"ASMGJ"
"271","DHJPAR0026252","ASHYC275-08","08-SRNP-41809","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Dolichogenidea","Dolichogenidea Janzen45","BOLD:AAX8653","malaise-trapped",10.9009,-85.2891,"2008-04-30","1",566,"ASMGJ"
"272","DHJPAR0026266","ASHYC289-08","08-SRNP-2822","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Glyptapanteles","Glyptapanteles Whitfield198","BOLD:AAW5675","malaise-trapped",10.8801,-85.3889,"2008-04-15","1",610,"ASMGJ"
"273","DHJPAR0026267","ASHYC290-08","08-SRNP-2823","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Pseudapanteles","Pseudapanteles ruficollis","BOLD:AAE8275","malaise-trapped",10.8801,-85.3889,"2008-04-15","1",657,"ASMGJ"
"274","DHJPAR0026276","ASHYC299-08","08-SRNP-2832","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Apanteles","Apanteles juanhernandezi","BOLD:AAJ1388","malaise-trapped",10.8801,-85.3889,"2008-04-15","1",621,"ASMGJ"
"275","DHJPAR0026281","ASHYC304-08","08-SRNP-2837","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Pseudapanteles","Pseudapanteles maureenballesteroae","BOLD:AAX8342","malaise-trapped",10.8801,-85.3889,"2008-04-15","1",657,"ASMGJ"
"276","DHJPAR0026282","ASHYC305-08","08-SRNP-2838","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Hypomicrogaster","Hypomicrogaster Whitfield39","BOLD:AAI7795","malaise-trapped",10.8801,-85.3889,"2008-04-15","1",657,"ASMGJ"
"277","DHJPAR0026404","ASHYC427-08","07-SRNP-67709","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Diolcogaster","Diolcogaster Choi52","BOLD:AAA9150","malaise-trapped",10.9004,-85.3725,"2007-11-07","1",657,"ASMGJ"
"278","DHJPAR0026420","ASHYC443-08","07-SRNP-67725","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Glyptapanteles","Glyptapanteles Whitfield271","BOLD:AAL3669","malaise-trapped",10.9004,-85.3725,"2007-11-13","1",657,"ASMGJ"
"279","DHJPAR0026421","ASHYC444-08","07-SRNP-67726","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Diolcogaster","Diolcogaster Choi103","BOLD:AAD0025","malaise-trapped",10.9004,-85.3725,"2007-12-31","1",657,"ASMGJ"
"280","DHJPAR0026474","ASHYC497-08","08-SRNP-2893","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Apanteles","Apanteles robertovargasi","BOLD:AAK1645","malaise-trapped",10.9004,-85.3725,"2008-01-30","1",636,"ASMGJ"
"281","DHJPAR0026530","ASHYC553-08","08-SRNP-2949","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Glyptapanteles","Glyptapanteles Whitfield153","BOLD:ABZ3946","malaise-trapped",10.9004,-85.3725,"2008-02-17","1",657,"ASMGJ"
"282","DHJPAR0026542","ASHYC565-08","08-SRNP-2961","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Apanteles","Apanteles robertoespinozai","BOLD:AAC1190","malaise-trapped",10.9004,-85.3725,"2008-02-17","1",657,"ASMGJ"
"283","DHJPAR0026558","ASHYC581-08","08-SRNP-2977","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Glyptapanteles","Glyptapanteles Whitfield308","BOLD:AAL3667","malaise-trapped",10.9004,-85.3725,"2008-02-23","1",657,"ASMGJ"
"284","DHJPAR0026588","ASHYC611-08","08-SRNP-3007","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Hypomicrogaster","Hypomicrogaster Whitfield46","BOLD:AAK3030","malaise-trapped",10.9004,-85.3725,"2008-02-29","1",657,"ASMGJ"
"285","DHJPAR0026680","ASHYC703-08","08-SRNP-3099","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Parapanteles","Parapanteles Whitfield89","BOLD:AAI6306","malaise-trapped",10.9004,-85.3725,"2008-03-12","1",657,"ASMGJ"
"286","DHJPAR0026694","ASHYC717-08","08-SRNP-3113","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Parapanteles","Parapanteles Whitfield90","BOLD:AAX1180","malaise-trapped",10.9004,-85.3725,"2008-03-12","1",657,"ASMGJ"
"287","DHJPAR0026733","ASHYC756-08","08-SRNP-3152","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Diolcogaster","Diolcogaster Choi92","BOLD:AAX9671","malaise-trapped",10.9004,-85.3725,"2008-03-18","1",657,"ASMGJ"
"288","DHJPAR0026735","ASHYC758-08","08-SRNP-3154","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Glyptapanteles","Glyptapanteles Whitfield165","BOLD:AAY0713","malaise-trapped",10.9004,-85.3725,"2008-03-18","1",657,"ASMGJ"
"289","DHJPAR0026747","ASHYC770-08","08-SRNP-3166","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Dolichogenidea","Dolichogenidea Janzen254","BOLD:ACF0268","malaise-trapped",10.9004,-85.3725,"2008-03-18","1",657,"ASMGJ"
"290","DHJPAR0026782","ASHYC805-08","08-SRNP-3201","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Hypomicrogaster","Hypomicrogaster Whitfield50","BOLD:ABY8051","malaise-trapped",10.9004,-85.3725,"2008-03-24","1",657,"ASMGJ"
"291","DHJPAR0026790","ASHYC813-08","08-SRNP-3209","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Papanteles","Papanteles Whitfield205","BOLD:AAE9956","malaise-trapped",10.9004,-85.3725,"2008-03-24","1",657,"ASMGJ"
"292","DHJPAR0026792","ASHYC815-08","08-SRNP-3211","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Choeras","Choeras Whitfield04","BOLD:AAI7343","malaise-trapped",10.9004,-85.3725,"2008-03-24","1",636,"ASMGJ"
"293","DHJPAR0026812","ASHYC835-08","08-SRNP-3231","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Hypomicrogaster","Hypomicrogaster Whitfield47","BOLD:AAX2162","malaise-trapped",10.9004,-85.3725,"2008-03-30","1",657,"ASMGJ"
"294","DHJPAR0026868","ASHYC891-08","08-SRNP-3287","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Hypomicrogaster","Hypomicrogaster Whitfield05","BOLD:AAM1108","malaise-trapped",10.9004,-85.3725,"2008-03-30","1",421,"ASMGJ"
"295","DHJPAR0026992","ASHYD018-08","08-SRNP-3411","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Apanteles","Apanteles felixcarmonai","BOLD:ABX5072","malaise-trapped",10.9004,-85.3725,"2008-04-11","1",657,"ASMGJ"
"296","DHJPAR0027019","ASHYD045-08","08-SRNP-3438","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Glyptapanteles","Glyptapanteles Whitfield164","BOLD:AAI7270","malaise-trapped",10.9004,-85.3725,"2008-04-11","1",657,"ASMGJ"
"297","DHJPAR0027111","ASHYD137-08","08-SRNP-3530","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Diolcogaster","Diolcogaster Choi11","BOLD:AAI9894","malaise-trapped",10.9004,-85.3725,"2008-04-17","1",614,"ASMGJ"
"298","DHJPAR0031741","ASHYD1665-10","08-SRNP-76182","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Dolichogenidea","Dolichogenidea Rodriguez172","BOLD:AAM5750","malaise-trapped",10.8376,-85.6187,"2008-12-25","1",646,"ASHYD"
"299","DHJPAR0031749","ASHYD1673-10","08-SRNP-76190","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Pseudapanteles","Pseudapanteles ottonsolisi","BOLD:AAM9559","malaise-trapped",10.8376,-85.6187,"2008-12-25","1",658,"ASHYD"
"300","DHJPAR0031751","ASHYD1675-10","08-SRNP-76192","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Apanteles","Apanteles Rodriguez240","BOLD:AAM5751","malaise-trapped",10.8376,-85.6187,"2008-12-25","1",658,"ASHYD"
